"Sku","Title","Image","Url","Seller","Platform","Connect","price","Nums"
"9317443","【808 Audio】Uptown 六合一Typec Hub集線器(Pd快充/3.5Mm耳機孔/Usb3.2/Sd卡/Microsd卡)","[https://i1.momoshop.com.tw/1658771372/goodsimg/0009/317/443/9317443_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9317443&mdiv=searchEngine&oid=2_4&kw=3.5mm轉usb","None","import","root",NULL,"1"
"8325970","【Qgeem】TypeC八合一Pd/Usb/Hdmi/3.5Mm/Rj45/Sdtf多功能轉接器","[https://i2.momoshop.com.tw/1658507914/goodsimg/0008/325/970/8325970_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=8325970&mdiv=searchEngine&oid=2_5&kw=3.5mm轉usb","None","import","root",NULL,"2"
"9924488","【Vention 威迅】Usb2.0 A公/3.5Mm母音頻轉換器鋁合金/耳麥分離雙孔款 15Cm(Cdk)","[https://i4.momoshop.com.tw/1658860942/goodsimg/0009/924/488/9924488_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9924488&mdiv=searchEngine&oid=2_6&kw=3.5mm轉usb","None","import","root",NULL,"1"
"8293745","【Vention 威迅】Usb公轉Dc 3.5Mm公 1M 充電線(Cex系列)","[https://i3.momoshop.com.tw/1658508512/goodsimg/0008/293/745/8293745_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=8293745&mdiv=searchEngine&oid=2_7&kw=3.5mm轉usb","None","import","root",NULL,"3"
"11140446","【Hagibis海備思】TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器","[https://i4.momoshop.com.tw/1678478295/goodsimg/0011/140/446/11140446_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11140446&mdiv=searchEngine&oid=2_13&kw=3.5mm轉usb","None","import","root",NULL,"7"
"8369750","【美國Qgeem】TypeC八合一Pd/Usb/Hdmi/3.5Mm/Rj45/Sd/Tf轉接器","[https://i4.momoshop.com.tw/1658510096/goodsimg/0008/369/750/8369750_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=8369750&mdiv=searchEngine&oid=2_14&kw=3.5mm轉usb","None","import","root",NULL,"2"
"8369751","【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Vga多功能轉接器","[https://i3.momoshop.com.tw/1658508073/goodsimg/0008/369/751/8369751_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=8369751&mdiv=searchEngine&oid=2_15&kw=3.5mm轉usb","None","import","root",NULL,"5"
"9317446","【808 Audio】Urban 二合一Typec Hub集線器(Usb3.2/3.5Mm耳機孔)","[https://i2.momoshop.com.tw/1658771418/goodsimg/0009/317/446/9317446_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9317446&mdiv=searchEngine&oid=2_17&kw=3.5mm轉usb","None","import","root",NULL,"1"
"11429203","【Ainmax 艾買氏】Mini Usb轉3.5Mm公 耳機孔(60Cm  1入)","[https://i3.momoshop.com.tw/1685423678/goodsimg/0011/429/203/11429203_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11429203&mdiv=searchEngine&oid=2_18&kw=3.5mm轉usb","None","import","root",NULL,"1"
"11140447","【Hagibis海備思】TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器","[https://i2.momoshop.com.tw/1678477782/goodsimg/0011/140/447/11140447_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11140447&mdiv=searchEngine&oid=2_19&kw=3.5mm轉usb","None","import","root",NULL,"10"
"7401579","【Ainmax 艾買氏】Dc 3.5Mm X1.35Mm Usb電源線(1.35Mm充電孔商品均適用)","[https://i2.momoshop.com.tw/1683115208/goodsimg/0007/401/579/7401579_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=7401579&mdiv=searchEngine&oid=3_1&kw=3.5mm轉usb","None","import","root",NULL,"1"
"11427953","【Ainmax 艾買氏】Mini Usb轉3.5Mm公 耳機孔(60Cm  1入)","[https://i3.momoshop.com.tw/1685423742/goodsimg/0011/427/953/11427953_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11427953&mdiv=searchEngine&oid=3_3&kw=3.5mm轉usb","None","import","root",NULL,"1"
"8369752","【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Rj45多功能轉接器","[https://i2.momoshop.com.tw/1619413719/goodsimg/0008/369/752/8369752_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=8369752&mdiv=searchEngine&oid=3_4&kw=3.5mm轉usb","None","import","root",NULL,"3"
"8349225","【Promate】Usb Type C To 3.5Mm 音源轉接頭(AuxlinkC)","[https://i4.momoshop.com.tw/1658507484/goodsimg/0008/349/225/8349225_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=8349225&mdiv=searchEngine&oid=3_5&kw=3.5mm轉usb","None","import","root",NULL,"2"
"11444028","【Is】Nc02  3.5Mm音頻孔+Usb2.0多功能轉換充電器","[https://i1.momoshop.com.tw/1685682783/goodsimg/0011/444/028/11444028_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11444028&mdiv=searchEngine&oid=3_8&kw=3.5mm轉usb","None","import","root",NULL,"2"
"10214237","【Hp 惠普】Inktank 115 噴墨相片連供印表機(列印)","[https://i1.momoshop.com.tw/1680261012/goodsimg/0010/214/237/10214237_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10214237&mdiv=searchEngine&oid=1_3&kw=inktank 115","None","import","root",NULL,"2"
"10588177","【Hp 惠普】搭1組1黑3彩墨水★Inktank 115 噴墨相片連供印表機(列印)","[https://i4.momoshop.com.tw/1677797674/goodsimg/0010/588/177/10588177_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10588177&mdiv=searchEngine&oid=1_4&kw=inktank 115","None","import","root",NULL,"1"
"8514762","【Arum】Apple 蘋果 Lightning轉3.5Mm 充電耳機聽歌轉接線(音源轉接頭Iphone Xs Max Xr X 12 Pro)","[https://i1.momoshop.com.tw/1676626331/goodsimg/0008/514/762/8514762_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=8514762&mdiv=searchEngine&oid=1_2&kw=iphone音源線","None","import","root",NULL,"4"
"9585989","【加利王Wuw】Iphone Lightning 轉接 3.5Mm 1M Aux音源/音頻傳輸線(R152)","[https://i1.momoshop.com.tw/1658847144/goodsimg/0009/585/989/9585989_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9585989&mdiv=searchEngine&oid=1_3&kw=iphone音源線","None","import","root",NULL,"3"
"10636574","蘋果 3.5Mm 轉 Lightning 轉接線(Apple耳機 Iphone 轉接線 轉接可同時充電 聽歌通話 音頻轉接器)","[https://i2.momoshop.com.tw/1676622042/goodsimg/0010/636/574/10636574_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10636574&mdiv=searchEngine&oid=1_5&kw=iphone音源線","None","import","root",NULL,"7"
"7620278","Lightning轉3.5Mm 公 Aux 音源轉接線 音源線 耳機轉接器(Apple Iphone 11 Pro Xs Max Xr 8 7 Plus)","[https://i1.momoshop.com.tw/1658425028/goodsimg/0007/620/278/7620278_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=7620278&mdiv=searchEngine&oid=1_7&kw=iphone音源線","None","import","root",NULL,"3"
"6682364","【Arum】Apple 蘋果 Lightning轉3.5Mm 充電耳機聽歌轉接線(音源轉接線 轉接頭 Iphone Xs Max Xr X Plus)","[https://i3.momoshop.com.tw/1676671448/goodsimg/0006/682/364/6682364_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=6682364&mdiv=searchEngine&oid=1_9&kw=iphone音源線","None","import","root",NULL,"7"
"7528714","【Arum】Iphone Lightning 轉3.5Mm耳機音源轉接線 蘋果Apple轉接頭(Iphone 11 Pro Xs Max Xr X 8 7 Plus)","[https://i1.momoshop.com.tw/1658423609/goodsimg/0007/528/714/7528714_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=7528714&mdiv=searchEngine&oid=1_10&kw=iphone音源線","None","import","root",NULL,"8"
"9250745","【Atake】Lightning 轉 3.5Mm音源孔(可線控；可通話；Iphone音源轉接線)","[https://i4.momoshop.com.tw/1658769078/goodsimg/0009/250/745/9250745_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9250745&mdiv=searchEngine&oid=1_12&kw=iphone音源線","None","import","root",NULL,"1"
"10073328","【Bono】Iphone 雙 Lightning + 3.5Mm 音源轉接線(聽歌/充電/通話/線控/自拍桿 五合一)","[https://i3.momoshop.com.tw/1658243392/goodsimg/0010/073/328/10073328_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10073328&mdiv=searchEngine&oid=1_14&kw=iphone音源線","None","import","root",NULL,"1"
"10290671","【Peripower】Mt07 吸盤式行車紀錄器支架(適用 Mio 6/7/C)","[https://i3.momoshop.com.tw/1671680096/goodsimg/0010/290/671/10290671_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10290671&mdiv=searchEngine&oid=1_2&kw=mio 行車記錄器支架","None","import","root",NULL,"2"
"10303264","【Peripower】Mt10 黏貼式行車紀錄器支架(適用 Mio 6/7/C)","[https://i3.momoshop.com.tw/1671680026/goodsimg/0010/303/264/10303264_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10303264&mdiv=searchEngine&oid=1_3&kw=mio 行車記錄器支架","None","import","root",NULL,"2"
"10018296","【Mio】原廠吸盤支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890)","[https://i1.momoshop.com.tw/1658239532/goodsimg/0010/018/296/10018296_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10018296&mdiv=searchEngine&oid=1_5&kw=mio 行車記錄器支架","None","import","root",NULL,"1"
"10018298","【Mio】原廠後視鏡短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890)","[https://i4.momoshop.com.tw/1658239628/goodsimg/0010/018/298/10018298_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10018298&mdiv=searchEngine&oid=1_6&kw=mio 行車記錄器支架","None","import","root",NULL,"1"
"10018297","【Mio】原廠黏貼式短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890)","[https://i4.momoshop.com.tw/1658239562/goodsimg/0010/018/297/10018297_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10018297&mdiv=searchEngine&oid=1_7&kw=mio 行車記錄器支架","None","import","root",NULL,"2"
"11360237","【Mio】C20 Mio 6/C/7/8系列滑軌式後視鏡支架(適 C335 C430 C450 C580 C582 791S 790 856 887 890)","[https://i2.momoshop.com.tw/1686906528/goodsimg/0011/360/237/11360237_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11360237&mdiv=searchEngine&oid=1_8&kw=mio 行車記錄器支架","None","import","root",NULL,"2"
"10905879","【Zotac 索泰】Gaming Geforce Rtx 3060 8Gb Twin Edge 顯示卡(ZtA30630E10M)","[https://i1.momoshop.com.tw/1678482399/goodsimg/0010/905/879/10905879_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10905879&mdiv=searchEngine&oid=1_3&kw=rtx顯示卡","None","import","root",NULL,"1"
"10792913","【Inno3D 映眾】Geforce Rtx 3060 8Gb Twin X2 Oc顯示卡","[https://i1.momoshop.com.tw/1680850294/goodsimg/0010/792/913/10792913_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10792913&mdiv=searchEngine&oid=1_4&kw=rtx顯示卡","None","import","root",NULL,"1"
"8528368","【Msi 微星】Geforce Rtx 3060 Ventus 2X 12G Oc 顯示卡","[https://i2.momoshop.com.tw/1678462961/goodsimg/0008/528/368/8528368_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=8528368&mdiv=searchEngine&oid=1_5&kw=rtx顯示卡","None","import","root",NULL,"1"
"11303063","【Msi 微星】Geforce Rtx 3060 Ti Super 3X 8Gd6X Oc 顯示卡","[https://i1.momoshop.com.tw/1682401881/goodsimg/0011/303/063/11303063_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11303063&mdiv=searchEngine&oid=1_6&kw=rtx顯示卡","None","import","root",NULL,"1"
"10874846","【Msi 微星】Geforce Rtx 3060 Ti Ventus 2X 8Gd6X Oc 顯示卡","[https://i1.momoshop.com.tw/1678483131/goodsimg/0010/874/846/10874846_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10874846&mdiv=searchEngine&oid=1_8&kw=rtx顯示卡","None","import","root",NULL,"1"
"11456411","【Msi 微星】Geforce Rtx 4070 Ventus 3X 12G 顯示卡","[https://i4.momoshop.com.tw/1686557780/goodsimg/0011/456/411/11456411_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11456411&mdiv=searchEngine&oid=1_10&kw=rtx顯示卡","None","import","root",NULL,"2"
"10936145","【Msi 微星】Geforce Rtx 4070 Ti Gaming X Trio 12G 顯示卡","[https://i2.momoshop.com.tw/1678496496/goodsimg/0010/936/145/10936145_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10936145&mdiv=searchEngine&oid=1_14&kw=rtx顯示卡","None","import","root",NULL,"1"
"9254511","【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡","[https://i1.momoshop.com.tw/1687243244/goodsimg/0009/254/511/9254511_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9254511&mdiv=searchEngine&oid=1_15&kw=rtx顯示卡","None","import","root",NULL,"1"
"11005751","【Asus 華碩】TufRtx4070Ti12GGaming 顯示卡","[https://i4.momoshop.com.tw/1679563907/goodsimg/0011/005/751/11005751_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11005751&mdiv=searchEngine&oid=1_16&kw=rtx顯示卡","None","import","root",NULL,"2"
"11300362","【Msi 微星】Geforce Rtx 4070 Ventus 3X 12G Oc 顯示卡","[https://i4.momoshop.com.tw/1683820242/goodsimg/0011/300/362/11300362_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11300362&mdiv=searchEngine&oid=1_19&kw=rtx顯示卡","None","import","root",NULL,"1"
"11144730","【Asus 華碩】Rog Strix Rtx4080 O16G Gaming 顯示卡","[https://i4.momoshop.com.tw/1678731014/goodsimg/0011/144/730/11144730_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11144730&mdiv=searchEngine&oid=1_20&kw=rtx顯示卡","None","import","root",NULL,"1"
"11241433","【Asus 華碩】TufRtx4070O12GGaming 顯示卡","[https://i2.momoshop.com.tw/1681729113/goodsimg/0011/241/433/11241433_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=11241433&mdiv=searchEngine&oid=2_1&kw=rtx顯示卡","None","import","root",NULL,"2"
"9211563","【Metarim】Mech3 TypeC 擴充器 副廠Switch底座","[https://i4.momoshop.com.tw/1659360842/goodsimg/0009/211/563/9211563_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9211563&mdiv=searchEngine&oid=1_4&kw=switch 底座","None","import","root",NULL,"1"
"10981733","【Nintendo 任天堂】Switch充電支架（轉軸式）(充電底座 方便攜帶)","[https://i2.momoshop.com.tw/1677773729/goodsimg/0010/981/733/10981733_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10981733&mdiv=searchEngine&oid=1_5&kw=switch 底座","None","import","root",NULL,"1"
"9779851","【Game’Nir】Switch副廠 三代轉接充電頭底座 Dock Charger 2K Oled款適用(台灣公司貨)","[https://i4.momoshop.com.tw/1670666180/goodsimg/0009/779/851/9779851_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9779851&mdiv=searchEngine&oid=1_6&kw=switch 底座","None","import","root",NULL,"1"
"9964051","【Game’Nir】四代筆電級 Dock Charger4 Switch 轉接充電頭 氮化鎵 電視底座 4Khdmi(台灣公司貨)","[https://i4.momoshop.com.tw/1687743914/goodsimg/0009/964/051/9964051_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9964051&mdiv=searchEngine&oid=1_7&kw=switch 底座","None","import","root",NULL,"1"
"10719729","【Nintendo 任天堂】Ns Switch 原廠 多角度摺疊充電底座(台灣公司貨)","[https://i4.momoshop.com.tw/1676624268/goodsimg/0010/719/729/10719729_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10719729&mdiv=searchEngine&oid=1_8&kw=switch 底座","None","import","root",NULL,"1"
"7631186","【Flashfire】Gaming Supply Choco Switch副廠 迷你巧克力底座","[https://i1.momoshop.com.tw/1658427450/goodsimg/0007/631/186/7631186_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=7631186&mdiv=searchEngine&oid=1_9&kw=switch 底座","None","import","root",NULL,"1"
"7631190","【Flashfire】Gaming Supply Bat Switch副廠轉接充電底座","[https://i2.momoshop.com.tw/1658426871/goodsimg/0007/631/190/7631190_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=7631190&mdiv=searchEngine&oid=1_15&kw=switch 底座","None","import","root",NULL,"1"
"10719976","【Nintendo 任天堂】Ns Switch Dobe 多角度摺疊充電底座(Switch專用)","[https://i2.momoshop.com.tw/1682062777/goodsimg/0010/719/976/10719976_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10719976&mdiv=searchEngine&oid=1_17&kw=switch 底座","None","import","root",NULL,"1"
"9467582","【Ipega 派鯊魚】Switch 副廠 動車6號 6合1 充電底座(Pg9187)","[https://i4.momoshop.com.tw/1658776166/goodsimg/0009/467/582/9467582_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9467582&mdiv=searchEngine&oid=1_19&kw=switch 底座","None","import","root",NULL,"1"
"7771860","【百寶屋】Switch 副廠 Usb充電主機底座散熱冷卻風扇","[https://i1.momoshop.com.tw/1658425261/goodsimg/0007/771/860/7771860_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=7771860&mdiv=searchEngine&oid=2_1&kw=switch 底座","None","import","root",NULL,"4"
"9757967","【Brook】Switch Powerbay(附外接網路孔 支援Gc手把 Switch底座 高品質Hdmi輸出)","[https://i4.momoshop.com.tw/1658845193/goodsimg/0009/757/967/9757967_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9757967&mdiv=searchEngine&oid=2_2&kw=switch 底座","None","import","root",NULL,"1"
"8105860","【良值】Switch 副廠 迷你便攜 Tv畫面轉接器取代原廠底座 L332(公司貨)","[https://i4.momoshop.com.tw/1662454053/goodsimg/0008/105/860/8105860_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=8105860&mdiv=searchEngine&oid=2_3&kw=switch 底座","None","import","root",NULL,"1"
"6829859","【Flashfire】Switch 副廠 第三代藍芽影音加強版 底座支架 鋼鐵紅Gs2500(支援Switch及Switch Oled主機)","[https://i1.momoshop.com.tw/1658430273/goodsimg/0006/829/859/6829859_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=6829859&mdiv=searchEngine&oid=2_4&kw=switch 底座","None","import","root",NULL,"1"
"8105858","【良值】Switch 副廠 Joycon 4In1充電底座 L372(公司貨)","[https://i1.momoshop.com.tw/1671428837/goodsimg/0008/105/858/8105858_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=8105858&mdiv=searchEngine&oid=2_5&kw=switch 底座","None","import","root",NULL,"2"
"10230402","【Hagibis】Switch便攜底座擴充器Hdmi+Usb3.0+Rj45網口+Pd供電(Swc04)","[https://i2.momoshop.com.tw/1658339076/goodsimg/0010/230/402/10230402_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10230402&mdiv=searchEngine&oid=2_8&kw=switch 底座","None","import","root",NULL,"1"
"9758370","【Brook】Switch Powerbay(支援藍芽耳機 Gc手把 Switch底座 高品質Hdmi輸出)","[https://i3.momoshop.com.tw/1658845117/goodsimg/0009/758/370/9758370_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=9758370&mdiv=searchEngine&oid=2_12&kw=switch 底座","None","import","root",NULL,"1"
"10484636","【野思】超大 4D立體 星星聖誕樹氣球 會站立的氣球(聖誕節佈置)","[https://i3.momoshop.com.tw/1677074916/goodsimg/0010/484/636/10484636_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=10484636&mdiv=searchEngine&oid=1_8&kw=大聖誕樹","None","import","root",NULL,"1"
"7216895","【優米歐】120公分聖誕樹豪華組（大全配）（樹+Led100彩燈+60個吊飾組+樹裙）","[https://i3.momoshop.com.tw/1670842087/goodsimg/0007/216/895/7216895_O_m.jpg]","https://m.momoshop.com.tw/goods.momo?i_code=7216895&mdiv=searchEngine&oid=1_7&kw=大聖誕樹","None","import","root",NULL,"2"
