"sku","title","image","url","platform","connect","price","query"
"DCBR0N-A900HFIVZ","HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B)","https://cs.ecimg.tw/items/DCBR0NA900HFIVZ/000001_1755483223.jpg","https://24h.pchome.com.tw/prod/DCBR0N-A900HFIVZ","pchome",,"7580.00","reader"
"DCBR0F-A900GCVJF","Kobo Elipsa 2E 10.3吋電子書閱讀器 32GB 觸控筆二合一套組","https://cs.ecimg.tw/items/DCBR0FA900GCVJF/000001_1757555702.png","https://24h.pchome.com.tw/prod/DCBR0F-A900GCVJF","pchome",,"12990.00","reader"
"DJBO06-A900BV75S","Kobo Sage【32GB 黑】8吋電子書閱讀器","https://cs.ecimg.tw/items/DJBO06A900BV75S/000001_1757555460.png","https://24h.pchome.com.tw/prod/DJBO06-A900BV75S","pchome",,"8599.00","reader"
"DCBR0E-1900J81QB","Kobo 樂天Clara Colour 6吋彩色電子書閱讀器 白。16GB+原廠透明保護殼","https://cs.ecimg.tw/items/DCBR0E1900J81QB/000001_1757472314.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J81QB","pchome",,"6148.00","reader"
"DCBR0E-1900J5JNO","Kobo Libra Colour 7吋彩色電子書閱讀器(白32GB)+ 原廠磁感應保護殼 (起司黃)","https://cs.ecimg.tw/items/DCBR0E1900J5JNO/000001_1757564762.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JNO","pchome",,"8899.00","reader"
"DCBR0E-1900J5JRZ","Kobo Libra Colour 7吋彩色電子書閱讀器(黑32GB)+原廠磁感應保護殼 (附筆槽)沉靜黑","https://cs.ecimg.tw/items/DCBR0E1900J5JRZ/000001_1757564015.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JRZ","pchome",,"8899.00","reader"
"DCBR0E-1900J5JOS","Kobo Libra Colour 7吋彩色電子書閱讀器(白32GB)+原廠透明保護殼","https://cs.ecimg.tw/items/DCBR0E1900J5JOS/000001_1757564672.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JOS","pchome",,"8448.00","reader"
"DCBR0E-1900J81QQ","Kobo 樂天Clara Colour 6吋彩色電子書閱讀器 白。16GB+原廠磁感應保護殼基本款 (鈦鈷藍)","https://cs.ecimg.tw/items/DCBR0E1900J81QQ/000001_1757472354.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J81QQ","pchome",,"6148.00","reader"
"DCBR0E-1900J81QU","Kobo 樂天Clara Colour 6吋彩色電子書閱讀器 白。16GB+原廠磁感應保護殼 (沉靜黑)","https://cs.ecimg.tw/items/DCBR0E1900J81QU/000001_1757472217.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J81QU","pchome",,"6498.00","reader"
"DCBR0E-1900J5JOO","Kobo Libra Colour 7吋彩色電子書閱讀器(白32GB)+原廠磁感應保護殼(附筆槽)沉靜黑","https://cs.ecimg.tw/items/DCBR0E1900J5JOO/000001_1757565064.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JOO","pchome",,"8899.00","reader"
"DCBR0E-1900J5JPI","Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+ 原廠透明保護殼","https://cs.ecimg.tw/items/DCBR0E1900J5JPI/000001_1757571307.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JPI","pchome",,"5448.00","reader"
"DCBR0E-1900J5JQJ","Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼基本款 (鈦鈷藍)","https://cs.ecimg.tw/items/DCBR0E1900J5JQJ/000001_1757570978.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JQJ","pchome",,"5448.00","reader"
"DCBR00-A900IP154","BOOX 文石 Go 7 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IP154/000001_1745916737.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900IP154","pchome",,"7280.00","reader"
"DCBR0N-A900HC541","HyRead Gaze Mini+ 6吋電子紙閱讀器","https://cs.ecimg.tw/items/DCBR0NA900HC541/000001_1731373940.png","https://24h.pchome.com.tw/prod/DCBR0N-A900HC541","pchome",,"6990.00","reader"
"DCBR00-A900IUK66","BOOX 文石 Go 7 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUK66/000001_1747906331.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUK66","pchome",,"7280.00","reader"
"DCBR0E-1900J5JQP","Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼 (迷霧綠)","https://cs.ecimg.tw/items/DCBR0E1900J5JQP/000001_1757573225.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JQP","pchome",,"5798.00","reader"
"DCBR0E-1900J81P8","Kobo 樂天Clara Colour 6吋彩色電子書閱讀器 白。16GB+原廠磁感應保護殼 (糖漬粉)","https://cs.ecimg.tw/items/DCBR0E1900J81P8/000001_1757472070.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J81P8","pchome",,"6498.00","reader"
"DCBR06-A900IYV2B","HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 側翻套組","https://cs.ecimg.tw/items/DCBR06A900IYV2B/000001_1750736538.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IYV2B","pchome",,"7580.00","reader"
"DCBR00-A900IOFTP","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IOFTP/000001_1745814557.png","https://24h.pchome.com.tw/prod/DCBR00-A900IOFTP","pchome",,"7280.00","reader"
"DCBR0N-A900HFIWJ","HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A)","https://cs.ecimg.tw/items/DCBR0NA900HFIWJ/000001_1740361947.png","https://24h.pchome.com.tw/prod/DCBR0N-A900HFIWJ","pchome",,"7480.00","reader"
"DCBR00-A900IR33I","BOOX 文石 Go Color 7 (Gen II) 彩色電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IR33I/000001_1746515513.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900IR33I","pchome",,"8280.00","reader"
"DCBR0R-A900IJ142","Bigme 大我 B751C 7 吋商務彩色電子書閱讀器 (套裝組) (含皮套觸控筆)","https://cs.ecimg.tw/items/DCBR0RA900IJ142/000001_1747390969.png","https://24h.pchome.com.tw/prod/DCBR0R-A900IJ142","pchome",,"7999.00","reader"
"DCBR1L-A900ITUYL","Pubu Pubook 2 7.8吋彩色閱讀器｜2025/6/1-2025/9/30搭贈飽讀Lifetime(需活動登錄)","https://cs.ecimg.tw/items/DCBR1LA900ITUYL/000001_1747712972.jpg","https://24h.pchome.com.tw/prod/DCBR1L-A900ITUYL","pchome",,"13980.00","reader"
"DCBR0E-1900J5JS1","Kobo Libra Colour 7吋彩色電子書閱讀器(黑32GB)+ 原廠磁感應保護殼(附筆槽)奶茶米","https://cs.ecimg.tw/items/DCBR0E1900J5JS1/000001_1757564181.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JS1","pchome",,"8899.00","reader"
"DCBR00-A900IUHMV","BOOX 文石 Go 10.3 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUHMV/000001_1747879193.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUHMV","pchome",,"12380.00","reader"
"DCBR0E-1900J5JRY","Kobo Libra Colour 7吋彩色電子書閱讀器(黑32GB)+原廠磁感應保護殼基本款 (鼠尾草綠)","https://cs.ecimg.tw/items/DCBR0E1900J5JRY/000001_1757572754.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JRY","pchome",,"8598.00","reader"
"DCBR1Y-A900J1Z5B","博客來 BooksPad 7.8吋彩色電子書閱讀器 (雲朵白)64G","https://cs.ecimg.tw/items/DCBR1YA900J1Z5B/000001_1753699580.jpg","https://24h.pchome.com.tw/prod/DCBR1Y-A900J1Z5B","pchome",,"7299.00","reader"
"DCBR0O-A900IW7SA","Readmoo 讀墨 7 吋 mooInk Nana BW 黑白電子書閱讀器-暗夜黑","https://cs.ecimg.tw/items/DCBR0OA900IW7SA/000001_1749103248.jpg","https://24h.pchome.com.tw/prod/DCBR0O-A900IW7SA","pchome",,"8299.00","reader"
"DCBR0M-A900GHZMV","【Readmoo 讀墨】mooInk Pro 10.3吋電子書閱讀器","https://cs.ecimg.tw/items/DCBR0MA900GHZMV/000001_1730026483.png","https://24h.pchome.com.tw/prod/DCBR0M-A900GHZMV","pchome",,"6888.00","reader"
"DCBR0E-1900GAFK8","Kobo Sage【32GB 黑】8吋電子書閱讀器+觸控筆","https://cs.ecimg.tw/items/DCBR0E1900GAFK8/000001_1757555533.png","https://24h.pchome.com.tw/prod/DCBR0E-1900GAFK8","pchome",,"10698.00","reader"
"DCBR0N-A900IFC9S","HyRead Gaze Mini+ 6吋電子紙閱讀器(淺蔥青)","https://cs.ecimg.tw/items/DCBR0NA900IFC9S/000001_1741327500.png","https://24h.pchome.com.tw/prod/DCBR0N-A900IFC9S","pchome",,"6990.00","reader"
"DCBR1Y-A900J1YY7","博客來 BooksPad 7.8吋閱讀器三件套 (雲朵白64G+灰殼+白筆)","https://cs.ecimg.tw/items/DCBR1YA900J1YY7/000001_1753698847.jpg","https://24h.pchome.com.tw/prod/DCBR1Y-A900J1YY7","pchome",,"9299.00","reader"
"DCBR0E-1900J5JS4","Kobo Libra Colour 7吋彩色電子書閱讀器(黑32GB)+原廠磁感應保護殼 (起司黃)","https://cs.ecimg.tw/items/DCBR0E1900J5JS4/000001_1757564259.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JS4","pchome",,"8899.00","reader"
"DCBR00-A900IO229","BOOX 文石 Go 6 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IO229/000001_1745564032.png","https://24h.pchome.com.tw/prod/DCBR00-A900IO229","pchome",,"4880.00","reader"
"DCBR00-A900IOFRC","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IOFRC/000001_1745814334.png","https://24h.pchome.com.tw/prod/DCBR00-A900IOFRC","pchome",,"7280.00","reader"
"DCBR00-A900IH4XA","BOOX 文石 Go 10.3 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IH4XA/000001_1742353849.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH4XA","pchome",,"12380.00","reader"
"DCBR0N-A900ITFFR","HyRead Gaze Mini+ 6吋電子紙閱讀器 (櫻花粉)","https://cs.ecimg.tw/items/DCBR0NA900ITFFR/000001_1747208630.jpg","https://24h.pchome.com.tw/prod/DCBR0N-A900ITFFR","pchome",,"7290.00","reader"
"DCBR0O-A900IYV3U","Readmoo 讀墨 7吋mooInk Nana BW 黑白電子書閱讀器 - 迷月白 透明殼套組","https://cs.ecimg.tw/items/DCBR0OA900IYV3U/000001_1750736968.jpg","https://24h.pchome.com.tw/prod/DCBR0O-A900IYV3U","pchome",,"9099.00","reader"
"DCBR0O-A900IYV4I","Readmoo 讀墨 7吋mooInk Nana BW 黑白電子書閱讀器 - 暗夜黑(磁吸殼套組)","https://cs.ecimg.tw/items/DCBR0OA900IYV4I/000001_1750737537.jpg","https://24h.pchome.com.tw/prod/DCBR0O-A900IYV4I","pchome",,"9499.00","reader"
"DCBR1Y-A900J1YX3","博客來 BooksPad 7.8吋閱讀器三件套 (雲朵白64G+黑殼+黑筆)","https://cs.ecimg.tw/items/DCBR1YA900J1YX3/000001_1753699213.jpg","https://24h.pchome.com.tw/prod/DCBR1Y-A900J1YX3","pchome",,"8999.00","reader"
"DCBR0E-1900J5JRN","Kobo Libra Colour 7吋彩色電子書閱讀器 (黑32GB)+原廠透明保護殼","https://cs.ecimg.tw/items/DCBR0E1900J5JRN/000001_1757563780.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JRN","pchome",,"8448.00","reader"
"DCBR0R-A900IY3RE","Amazon Kindle paperwhite 6 亞馬遜電子書閱讀器 7吋 IPX8防水 32GB大容量 高清電子墨水螢幕","https://cs.ecimg.tw/items/DCBR0RA900IY3RE/000001_1750225149.jpg","https://24h.pchome.com.tw/prod/DCBR0R-A900IY3RE","pchome",,"11090.00","reader"
"DCBR1T-A900J1E6L","Bigme 大我 HiBreak 5.84 吋電子書閱讀器 - 無 4G 版 (含保護殼)","https://cs.ecimg.tw/items/DCBR1TA900J1E6L/000001_1752660528.jpg","https://24h.pchome.com.tw/prod/DCBR1T-A900J1E6L","pchome",,"6580.00","reader"
"DCBR17-A900J1E1L","MEEBOOK M7 6.8 吋電子閱讀器","https://cs.ecimg.tw/items/DCBR17A900J1E1L/000001_1752657859.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1E1L","pchome",,"5499.00","reader"
"DCBR06-A900IX392","HyRead Gaze Mini + 6吋電子紙閱讀器 (石墨綠)","https://cs.ecimg.tw/items/DCBR06A900IX392/000001_1749536760.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IX392","pchome",,"6990.00","reader"
"DCBR17-A900J1DMF","MEEBOOK M8C 7.8 吋彩色電子閱讀器觸控筆套組 - 黑色","https://cs.ecimg.tw/items/DCBR17A900J1DMF/000001_1752654005.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1DMF","pchome",,"10999.00","reader"
"DCBR1S-A900IV1G1","MEEBOOK M6C 6 吋彩色電子閱讀器","https://cs.ecimg.tw/items/DCBR1SA900IV1G1/000001_1748336899.jpg","https://24h.pchome.com.tw/prod/DCBR1S-A900IV1G1","pchome",,"5499.00","reader"
"DCBR17-A900J1DHF","MEEBOOK M6C 6 吋彩色電子閱讀器","https://cs.ecimg.tw/items/DCBR17A900J1DHF/000001_1752652628.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1DHF","pchome",,"5499.00","reader"
"DCBR1Y-A900J1YXJ","博客來 BooksPad 7.8吋閱讀器三件套 (春櫻粉64G+灰殼+白筆)","https://cs.ecimg.tw/items/DCBR1YA900J1YXJ/000001_1753699028.jpg","https://24h.pchome.com.tw/prod/DCBR1Y-A900J1YXJ","pchome",,"9299.00","reader"
"DCBR17-A900J1DK1","MEEBOOK M8 7.8 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR17A900J1DK1/000001_1752653511.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1DK1","pchome",,"8499.00","reader"
"DCBR0E-1900J5JQR","Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼 (糖漬粉)","https://cs.ecimg.tw/items/DCBR0E1900J5JQR/000001_1757573023.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JQR","pchome",,"5798.00","reader"
"DCBR00-A900IH4Y7","BOOX 文石 Go 6 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IH4Y7/000001_1742354239.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH4Y7","pchome",,"4880.00","reader"
"DCBR0O-A900IYV6O","Readmoo 讀墨 7吋mooInk Nana BW 黑白電子書閱讀器 - 暗夜黑(透明殼套組)","https://cs.ecimg.tw/items/DCBR0OA900IYV6O/000001_1750737497.jpg","https://24h.pchome.com.tw/prod/DCBR0O-A900IYV6O","pchome",,"9099.00","reader"
"DCBR00-A900IUKGZ","BOOX 文石 Go 7 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUKGZ/000001_1747908955.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUKGZ","pchome",,"7280.00","reader"
"DCBR00-A900INNKT","BOOX 文石 Go 7 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900INNKT/000001_1745555238.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900INNKT","pchome",,"7280.00","reader"
"DCBR1T-A900J1E6M","Bigme 大我 HiBreak 5.84 吋電子書閱讀器 - 無 4G 版 (含保護殼)","https://cs.ecimg.tw/items/DCBR1TA900J1E6M/000001_1752660570.jpg","https://24h.pchome.com.tw/prod/DCBR1T-A900J1E6M","pchome",,"6580.00","reader"
"DCBR1S-A900IVXX0","MEEBOOK M8C 7.8 吋彩色電子閱讀器觸控筆套組 - 黑色","https://cs.ecimg.tw/items/DCBR1SA900IVXX0/000001_1752652581.jpg","https://24h.pchome.com.tw/prod/DCBR1S-A900IVXX0","pchome",,"10999.00","reader"
"DCBR1Y-A900J1YWN","博客來 BooksPad 7.8吋閱讀器三件套 (春櫻粉64G+灰殼+黑筆)","https://cs.ecimg.tw/items/DCBR1YA900J1YWN/000001_1753699287.jpg","https://24h.pchome.com.tw/prod/DCBR1Y-A900J1YWN","pchome",,"8999.00","reader"
"DCBR1L-A900GR4GS","Pubu Pubook SE 7.8吋電子閱讀器(單機)開放式系統","https://cs.ecimg.tw/items/DCBR1LA900GR4GS/000001_1730027928.png","https://24h.pchome.com.tw/prod/DCBR1L-A900GR4GS","pchome",,"7278.00","reader"
"DCBR1S-A900IV1ID","MEEBOOK M8 7.8 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR1SA900IV1ID/000001_1748337422.jpg","https://24h.pchome.com.tw/prod/DCBR1S-A900IV1ID","pchome",,"8499.00","reader"
"DCBR0E-1900J5JQQ","Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+原廠磁感應保護殼 (辣醬紅)","https://cs.ecimg.tw/items/DCBR0E1900J5JQQ/000001_1757573138.jpg","https://24h.pchome.com.tw/prod/DCBR0E-1900J5JQQ","pchome",,"5798.00","reader"
"DCBR1Y-A900J27WA","博客來 BooksPad 7.8吋閱讀器三件套 (春櫻粉64G+黑殼+黑筆)","https://cs.ecimg.tw/items/DCBR1YA900J27WA/000001_1753698699.jpg","https://24h.pchome.com.tw/prod/DCBR1Y-A900J27WA","pchome",,"8999.00","reader"
"DSBC0C-A900HX3QU","TCL NXTPAPER 14 14.3吋 WiFi 8G+256G 全彩閱讀器平板","https://cs.ecimg.tw/items/DSBC0CA900HX3QU/000001_1734687563.jpg","https://24h.pchome.com.tw/prod/DSBC0C-A900HX3QU","pchome",,"12480.00","reader"
"DCBR00-A900IH54G","BOOX 文石 Go 6 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IH54G/000001_1742356125.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH54G","pchome",,"4880.00","reader"
"DCBR1Y-A900J1YY0","博客來 BooksPad 7.8吋閱讀器三件套 (雲朵白64G+黑殼+白筆)","https://cs.ecimg.tw/items/DCBR1YA900J1YY0/000001_1753698923.jpg","https://24h.pchome.com.tw/prod/DCBR1Y-A900J1YY0","pchome",,"9299.00","reader"
"DCBR06-A900IYV3J","HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 收納套組","https://cs.ecimg.tw/items/DCBR06A900IYV3J/000001_1750736677.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IYV3J","pchome",,"7480.00","reader"
"DCBR1Y-A900J1YXQ","博客來 BooksPad 7.8吋閱讀器三件套 (春櫻粉64G+摩卡殼+白筆)","https://cs.ecimg.tw/items/DCBR1YA900J1YXQ/000001_1753698960.jpg","https://24h.pchome.com.tw/prod/DCBR1Y-A900J1YXQ","pchome",,"9299.00","reader"
"DCBR00-A900IH50M","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IH50M/000001_1742355294.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH50M","pchome",,"7280.00","reader"
"DCBR1Y-A900J1YXO","博客來 BooksPad 7.8吋閱讀器三件套 (春櫻粉64G+黑殼+白筆)","https://cs.ecimg.tw/items/DCBR1YA900J1YXO/000001_1753698993.jpg","https://24h.pchome.com.tw/prod/DCBR1Y-A900J1YXO","pchome",,"9299.00","reader"
"DCBR00-A900IUHN2","BOOX 文石 Go 6 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUHN2/000001_1747879370.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUHN2","pchome",,"4880.00","reader"
"DCBR0R-A900I30PS","贈保護套 悅讀 A8-CR 6吋彩色墨水屏電子書閱讀器 2+32G","https://cs.ecimg.tw/items/DCBR0RA900I30PS/000001_1731899088.jpg","https://24h.pchome.com.tw/prod/DCBR0R-A900I30PS","pchome",,"4699.00","reader"
"DCBR0N-A900IB4CQ","HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組)","https://cs.ecimg.tw/items/DCBR0NA900IB4CQ/000001_1743992442.png","https://24h.pchome.com.tw/prod/DCBR0N-A900IB4CQ","pchome",,"16180.00","reader"
"DJBO0F-A900B5T1Z","Readmoo 讀墨 10.3吋mooInk Pro電子書閱讀器+電子紙筆記本","https://cs.ecimg.tw/items/DJBO0FA900B5T1Z/000001_1730026666.png","https://24h.pchome.com.tw/prod/DJBO0F-A900B5T1Z","pchome",,"15800.00","reader"
"DCBR0O-A900IW7UH","Readmoo 讀墨 7 吋 mooInk Nana BW 黑白電子書閲讀器 – 迷月白","https://cs.ecimg.tw/items/DCBR0OA900IW7UH/000001_1749106057.jpg","https://24h.pchome.com.tw/prod/DCBR0O-A900IW7UH","pchome",,"8299.00","reader"
"DCBR0O-A900IYV6L","Readmoo 讀墨 7 吋 mooInk Nana BW 黑白電子書閲讀器 – 迷月白(磁吸殼套組)","https://cs.ecimg.tw/items/DCBR0OA900IYV6L/000001_1750737459.jpg","https://24h.pchome.com.tw/prod/DCBR0O-A900IYV6L","pchome",,"9499.00","reader"
"DSBC0C-A900HDXD2","Mobiscribe WAVE COLOR 彩色版 7.8吋 64G 電子筆記 電子書","https://cs.ecimg.tw/items/DSBC0CA900HDXD2/000001_1752032155.jpg","https://24h.pchome.com.tw/prod/DSBC0C-A900HDXD2","pchome",,"9999.00","reader"
"DCBR0R-A900IF42F","TCL NXTPAPER 14 14吋 WiFi版 (8G/256G) 平板電腦","https://cs.ecimg.tw/items/DCBR0RA900IF42F/000001_1741244494.jpg","https://24h.pchome.com.tw/prod/DCBR0R-A900IF42F","pchome",,"11980.00","reader"
"DSBC0C-A900HDXD3","黑白版 7.8吋 電子筆記本 電子書","https://cs.ecimg.tw/items/DSBC0CA900HDXD3/000001_1726669833.jpg","https://24h.pchome.com.tw/prod/DSBC0C-A900HDXD3","pchome",,"9290.00","reader"
"DCBR0R-A900IF43N","TCL NXTPAPER 14 14吋 WiFi版 (8G/256G) 平板電腦","https://cs.ecimg.tw/items/DCBR0RA900IF43N/000001_1741244926.jpg","https://24h.pchome.com.tw/prod/DCBR0R-A900IF43N","pchome",,"13860.00","reader"
"DCBR1J-A900H0WFI","mooInk 讀墨 [福利品] Readmoo 10.3 吋  Pro 2 電子書平板","https://cs.ecimg.tw/items/DCBR1JA900H0WFI/000001_1730026184.png","https://24h.pchome.com.tw/prod/DCBR1J-A900H0WFI","pchome",,"13588.00","reader"
"DCBR0R-A900IF4AY","TCL NXTPAPER 14 14吋 WiFi版 (8G/256G) 平板電腦","https://cs.ecimg.tw/items/DCBR0RA900IF4AY/000001_1741247319.jpg","https://24h.pchome.com.tw/prod/DCBR0R-A900IF4AY","pchome",,"13860.00","reader"
