"sku","title","image","url","platform","connect","price","uncertainty_problem","query"
"DCBR0N-A900IB4CQ","HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組)","https://cs.ecimg.tw/items/DCBR0NA900IB4CQ/000001_1743992442.png","https://24h.pchome.com.tw/prod/DCBR0N-A900IB4CQ","pchome","13683196","16180.00","1","reader"
"DCBR00-A900IRFRX","BOOX 文石 Go Color 7 (Gen II) 彩色電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IRFRX/000001_1749606296.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900IRFRX","pchome","13985433","8280.00","0","reader"
"DCBR00-A900IR33I","BOOX 文石 Go Color 7 (Gen II) 彩色電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IR33I/000001_1746515513.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900IR33I","pchome","13985433","8280.00","0","reader"
"DCBR00-A900IOFTP","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IOFTP/000001_1745814557.png","https://24h.pchome.com.tw/prod/DCBR00-A900IOFTP","pchome","13456911","7280.00","0","reader"
"DCBR00-A900IOFRC","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IOFRC/000001_1745814334.png","https://24h.pchome.com.tw/prod/DCBR00-A900IOFRC","pchome","13456911","7280.00","0","reader"
"DCBR00-A900IH50M","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IH50M/000001_1742355294.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH50M","pchome","13456911","7280.00","0","reader"
"DCBR00-A900IH54G","BOOX 文石 Go 6 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IH54G/000001_1742356125.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH54G","pchome","13715487","4880.00","0","reader"
"DCBR00-A900IUHN2","BOOX 文石 Go 6 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUHN2/000001_1747879370.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUHN2","pchome","13715487","4880.00","0","reader"
"DCBR00-A900IOFTP","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IOFTP/000001_1745814557.png","https://24h.pchome.com.tw/prod/DCBR00-A900IOFTP","pchome","13456898","7280.00","0","reader"
"DCBR00-A900IOFRC","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IOFRC/000001_1745814334.png","https://24h.pchome.com.tw/prod/DCBR00-A900IOFRC","pchome","13456898","7280.00","0","reader"
"DCBR00-A900IH50M","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IH50M/000001_1742355294.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH50M","pchome","13456898","7280.00","0","reader"
"DCBR17-A900J1DK1","MEEBOOK M8 7.8 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR17A900J1DK1/000001_1752653511.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1DK1","pchome","14212384","8499.00","0","reader"
"DCBR1S-A900IV1ID","MEEBOOK M8 7.8 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR1SA900IV1ID/000001_1748337422.jpg","https://24h.pchome.com.tw/prod/DCBR1S-A900IV1ID","pchome","14212384","8499.00","0","reader"
"DCBR0N-A900HFIVZ","HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B)","https://cs.ecimg.tw/items/DCBR0NA900HFIVZ/000001_1755483223.jpg","https://24h.pchome.com.tw/prod/DCBR0N-A900HFIVZ","pchome","14110887","7580.00","1","reader"
"DCBR0N-A900HC541","HyRead Gaze Mini+ 6吋電子紙閱讀器","https://cs.ecimg.tw/items/DCBR0NA900HC541/000001_1731373940.png","https://24h.pchome.com.tw/prod/DCBR0N-A900HC541","pchome","14110887","6990.00","0","reader"
"DCBR06-A900IYV2B","HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 側翻套組","https://cs.ecimg.tw/items/DCBR06A900IYV2B/000001_1750736538.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IYV2B","pchome","14110887","7580.00","1","reader"
"DCBR0N-A900HFIWJ","HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A)","https://cs.ecimg.tw/items/DCBR0NA900HFIWJ/000001_1740361947.png","https://24h.pchome.com.tw/prod/DCBR0N-A900HFIWJ","pchome","14110887","7480.00","1","reader"
"DCBR0N-A900IFC9S","HyRead Gaze Mini+ 6吋電子紙閱讀器(淺蔥青)","https://cs.ecimg.tw/items/DCBR0NA900IFC9S/000001_1741327500.png","https://24h.pchome.com.tw/prod/DCBR0N-A900IFC9S","pchome","14110887","6990.00","6","reader"
"DCBR0N-A900ITFFR","HyRead Gaze Mini+ 6吋電子紙閱讀器 (櫻花粉)","https://cs.ecimg.tw/items/DCBR0NA900ITFFR/000001_1747208630.jpg","https://24h.pchome.com.tw/prod/DCBR0N-A900ITFFR","pchome","14110887","7290.00","6","reader"
"DCBR06-A900IX392","HyRead Gaze Mini + 6吋電子紙閱讀器 (石墨綠)","https://cs.ecimg.tw/items/DCBR06A900IX392/000001_1749536760.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IX392","pchome","14110887","6990.00","0","reader"
"DCBR06-A900IYV3J","HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 收納套組","https://cs.ecimg.tw/items/DCBR06A900IYV3J/000001_1750736677.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IYV3J","pchome","14110887","7480.00","1","reader"
"DCBR00-A900IO229","BOOX 文石 Go 6 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IO229/000001_1745564032.png","https://24h.pchome.com.tw/prod/DCBR00-A900IO229","pchome","13715495","4880.00","6","reader"
"DCBR00-A900IH4Y7","BOOX 文石 Go 6 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IH4Y7/000001_1742354239.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH4Y7","pchome","13715495","4880.00","6","reader"
"DCBR00-A900IH54G","BOOX 文石 Go 6 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IH54G/000001_1742356125.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH54G","pchome","13715495","4880.00","0","reader"
"DCBR00-A900IUHN2","BOOX 文石 Go 6 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUHN2/000001_1747879370.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUHN2","pchome","13715495","4880.00","0","reader"
"DCBR0R-A900IH64G","MEEBOOK M7 6.8 吋電子閱讀器","https://cs.ecimg.tw/items/DCBR0RA900IH64G/000001_1742372454.jpg","https://24h.pchome.com.tw/prod/DCBR0R-A900IH64G","pchome","12033444","5499.00","0","reader"
"DCBR17-A900J1E1L","MEEBOOK M7 6.8 吋電子閱讀器","https://cs.ecimg.tw/items/DCBR17A900J1E1L/000001_1752657859.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1E1L","pchome","12033444","5499.00","0","reader"
"DCBR1L-A900ITUYL","Pubu Pubook 2 7.8吋彩色閱讀器｜2025/6/1-2025/9/30搭贈飽讀Lifetime(需活動登錄)","https://cs.ecimg.tw/items/DCBR1LA900ITUYL/000001_1747712972.jpg","https://24h.pchome.com.tw/prod/DCBR1L-A900ITUYL","pchome","14119356","13980.00","0","reader"
"DCBR00-A900IP154","BOOX 文石 Go 7 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IP154/000001_1745916737.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900IP154","pchome","14039748","7280.00","6","reader"
"DCBR00-A900IUK66","BOOX 文石 Go 7 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUK66/000001_1747906331.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUK66","pchome","14039748","7280.00","0","reader"
"DCBR00-A900IUKGZ","BOOX 文石 Go 7 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUKGZ/000001_1747908955.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUKGZ","pchome","14039748","7280.00","0","reader"
"DCBR00-A900INNKT","BOOX 文石 Go 7 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900INNKT/000001_1745555238.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900INNKT","pchome","14039748","7280.00","6","reader"
"DCBR0N-A900HFIVZ","HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B)","https://cs.ecimg.tw/items/DCBR0NA900HFIVZ/000001_1755483223.jpg","https://24h.pchome.com.tw/prod/DCBR0N-A900HFIVZ","pchome","13788203","7580.00","1","reader"
"DCBR0N-A900HC541","HyRead Gaze Mini+ 6吋電子紙閱讀器","https://cs.ecimg.tw/items/DCBR0NA900HC541/000001_1731373940.png","https://24h.pchome.com.tw/prod/DCBR0N-A900HC541","pchome","13788203","6990.00","0","reader"
"DCBR06-A900IYV2B","HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 側翻套組","https://cs.ecimg.tw/items/DCBR06A900IYV2B/000001_1750736538.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IYV2B","pchome","13788203","7580.00","1","reader"
"DCBR0N-A900HFIWJ","HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A)","https://cs.ecimg.tw/items/DCBR0NA900HFIWJ/000001_1740361947.png","https://24h.pchome.com.tw/prod/DCBR0N-A900HFIWJ","pchome","13788203","7480.00","1","reader"
"DCBR0N-A900IFC9S","HyRead Gaze Mini+ 6吋電子紙閱讀器(淺蔥青)","https://cs.ecimg.tw/items/DCBR0NA900IFC9S/000001_1741327500.png","https://24h.pchome.com.tw/prod/DCBR0N-A900IFC9S","pchome","13788203","6990.00","0","reader"
"DCBR0N-A900ITFFR","HyRead Gaze Mini+ 6吋電子紙閱讀器 (櫻花粉)","https://cs.ecimg.tw/items/DCBR0NA900ITFFR/000001_1747208630.jpg","https://24h.pchome.com.tw/prod/DCBR0N-A900ITFFR","pchome","13788203","7290.00","6","reader"
"DCBR06-A900IX392","HyRead Gaze Mini + 6吋電子紙閱讀器 (石墨綠)","https://cs.ecimg.tw/items/DCBR06A900IX392/000001_1749536760.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IX392","pchome","13788203","6990.00","6","reader"
"DCBR06-A900IYV3J","HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 收納套組","https://cs.ecimg.tw/items/DCBR06A900IYV3J/000001_1750736677.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IYV3J","pchome","13788203","7480.00","1","reader"
"DCBR00-A900IP154","BOOX 文石 Go 7 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IP154/000001_1745916737.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900IP154","pchome","14039744","7280.00","6","reader"
"DCBR00-A900IUK66","BOOX 文石 Go 7 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUK66/000001_1747906331.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUK66","pchome","14039744","7280.00","0","reader"
"DCBR00-A900IUKGZ","BOOX 文石 Go 7 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUKGZ/000001_1747908955.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUKGZ","pchome","14039744","7280.00","0","reader"
"DCBR00-A900INNKT","BOOX 文石 Go 7 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900INNKT/000001_1745555238.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900INNKT","pchome","14039744","7280.00","6","reader"
"DCBR0N-A900HFIVZ","HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B)","https://cs.ecimg.tw/items/DCBR0NA900HFIVZ/000001_1755483223.jpg","https://24h.pchome.com.tw/prod/DCBR0N-A900HFIVZ","pchome","14022101","7580.00","1","reader"
"DCBR0N-A900HC541","HyRead Gaze Mini+ 6吋電子紙閱讀器","https://cs.ecimg.tw/items/DCBR0NA900HC541/000001_1731373940.png","https://24h.pchome.com.tw/prod/DCBR0N-A900HC541","pchome","14022101","6990.00","0","reader"
"DCBR06-A900IYV2B","HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 側翻套組","https://cs.ecimg.tw/items/DCBR06A900IYV2B/000001_1750736538.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IYV2B","pchome","14022101","7580.00","1","reader"
"DCBR0N-A900HFIWJ","HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A)","https://cs.ecimg.tw/items/DCBR0NA900HFIWJ/000001_1740361947.png","https://24h.pchome.com.tw/prod/DCBR0N-A900HFIWJ","pchome","14022101","7480.00","1","reader"
"DCBR0N-A900IFC9S","HyRead Gaze Mini+ 6吋電子紙閱讀器(淺蔥青)","https://cs.ecimg.tw/items/DCBR0NA900IFC9S/000001_1741327500.png","https://24h.pchome.com.tw/prod/DCBR0N-A900IFC9S","pchome","14022101","6990.00","6","reader"
"DCBR0N-A900ITFFR","HyRead Gaze Mini+ 6吋電子紙閱讀器 (櫻花粉)","https://cs.ecimg.tw/items/DCBR0NA900ITFFR/000001_1747208630.jpg","https://24h.pchome.com.tw/prod/DCBR0N-A900ITFFR","pchome","14022101","7290.00","0","reader"
"DCBR06-A900IX392","HyRead Gaze Mini + 6吋電子紙閱讀器 (石墨綠)","https://cs.ecimg.tw/items/DCBR06A900IX392/000001_1749536760.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IX392","pchome","14022101","6990.00","6","reader"
"DCBR06-A900IYV3J","HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 收納套組","https://cs.ecimg.tw/items/DCBR06A900IYV3J/000001_1750736677.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IYV3J","pchome","14022101","7480.00","1","reader"
"DCBR0R-A900IH64G","MEEBOOK M7 6.8 吋電子閱讀器","https://cs.ecimg.tw/items/DCBR0RA900IH64G/000001_1742372454.jpg","https://24h.pchome.com.tw/prod/DCBR0R-A900IH64G","pchome","12033456","5499.00","0","reader"
"DCBR17-A900J1E1L","MEEBOOK M7 6.8 吋電子閱讀器","https://cs.ecimg.tw/items/DCBR17A900J1E1L/000001_1752657859.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1E1L","pchome","12033456","5499.00","0","reader"
"DCBR00-A900IUHMV","BOOX 文石 Go 10.3 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUHMV/000001_1747879193.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUHMV","pchome","13028810","12380.00","0","reader"
"DCBR00-A900IH4XA","BOOX 文石 Go 10.3 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IH4XA/000001_1742353849.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH4XA","pchome","13028810","12380.00","0","reader"
"DCBR0N-A900HFIVZ","HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B)","https://cs.ecimg.tw/items/DCBR0NA900HFIVZ/000001_1755483223.jpg","https://24h.pchome.com.tw/prod/DCBR0N-A900HFIVZ","pchome","14074207","7580.00","1","reader"
"DCBR0N-A900HC541","HyRead Gaze Mini+ 6吋電子紙閱讀器","https://cs.ecimg.tw/items/DCBR0NA900HC541/000001_1731373940.png","https://24h.pchome.com.tw/prod/DCBR0N-A900HC541","pchome","14074207","6990.00","1","reader"
"DCBR06-A900IYV2B","HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 側翻套組","https://cs.ecimg.tw/items/DCBR06A900IYV2B/000001_1750736538.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IYV2B","pchome","14074207","7580.00","1","reader"
"DCBR0N-A900HFIWJ","HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A)","https://cs.ecimg.tw/items/DCBR0NA900HFIWJ/000001_1740361947.png","https://24h.pchome.com.tw/prod/DCBR0N-A900HFIWJ","pchome","14074207","7480.00","1","reader"
"DCBR0N-A900IFC9S","HyRead Gaze Mini+ 6吋電子紙閱讀器(淺蔥青)","https://cs.ecimg.tw/items/DCBR0NA900IFC9S/000001_1741327500.png","https://24h.pchome.com.tw/prod/DCBR0N-A900IFC9S","pchome","14074207","6990.00","1","reader"
"DCBR0N-A900ITFFR","HyRead Gaze Mini+ 6吋電子紙閱讀器 (櫻花粉)","https://cs.ecimg.tw/items/DCBR0NA900ITFFR/000001_1747208630.jpg","https://24h.pchome.com.tw/prod/DCBR0N-A900ITFFR","pchome","14074207","7290.00","1","reader"
"DCBR06-A900IX392","HyRead Gaze Mini + 6吋電子紙閱讀器 (石墨綠)","https://cs.ecimg.tw/items/DCBR06A900IX392/000001_1749536760.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IX392","pchome","14074207","6990.00","1","reader"
"DCBR06-A900IYV3J","HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 收納套組","https://cs.ecimg.tw/items/DCBR06A900IYV3J/000001_1750736677.jpg","https://24h.pchome.com.tw/prod/DCBR06-A900IYV3J","pchome","14074207","7480.00","6","reader"
"DCBR1S-A900IV1G1","MEEBOOK M6C 6 吋彩色電子閱讀器","https://cs.ecimg.tw/items/DCBR1SA900IV1G1/000001_1748336899.jpg","https://24h.pchome.com.tw/prod/DCBR1S-A900IV1G1","pchome","14212378","5499.00","0","reader"
"DCBR17-A900J1DHF","MEEBOOK M6C 6 吋彩色電子閱讀器","https://cs.ecimg.tw/items/DCBR17A900J1DHF/000001_1752652628.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1DHF","pchome","14212378","5499.00","0","reader"
"DCBR00-A900IO229","BOOX 文石 Go 6 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IO229/000001_1745564032.png","https://24h.pchome.com.tw/prod/DCBR00-A900IO229","pchome","13215591","4880.00","0","reader"
"DCBR00-A900IH4Y7","BOOX 文石 Go 6 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IH4Y7/000001_1742354239.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH4Y7","pchome","13215591","4880.00","0","reader"
"DCBR00-A900IH54G","BOOX 文石 Go 6 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IH54G/000001_1742356125.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH54G","pchome","13215591","4880.00","6","reader"
"DCBR00-A900IUHN2","BOOX 文石 Go 6 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUHN2/000001_1747879370.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUHN2","pchome","13215591","4880.00","6","reader"
"DCBR00-A900IUHMV","BOOX 文石 Go 10.3 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUHMV/000001_1747879193.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUHMV","pchome","13883464","12380.00","1","reader"
"DCBR00-A900IH4XA","BOOX 文石 Go 10.3 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IH4XA/000001_1742353849.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH4XA","pchome","13883464","12380.00","1","reader"
"DCBR00-A900IP154","BOOX 文石 Go 7 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IP154/000001_1745916737.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900IP154","pchome","13948259","7280.00","0","reader"
"DCBR00-A900IUK66","BOOX 文石 Go 7 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUK66/000001_1747906331.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUK66","pchome","13948259","7280.00","6","reader"
"DCBR00-A900IUKGZ","BOOX 文石 Go 7 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IUKGZ/000001_1747908955.png","https://24h.pchome.com.tw/prod/DCBR00-A900IUKGZ","pchome","13948259","7280.00","6","reader"
"DCBR00-A900INNKT","BOOX 文石 Go 7 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900INNKT/000001_1745555238.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900INNKT","pchome","13948259","7280.00","0","reader"
"DCBR0R-A900IY3RE","Amazon Kindle paperwhite 6 亞馬遜電子書閱讀器 7吋 IPX8防水 32GB大容量 高清電子墨水螢幕","https://cs.ecimg.tw/items/DCBR0RA900IY3RE/000001_1750225149.jpg","https://24h.pchome.com.tw/prod/DCBR0R-A900IY3RE","pchome","14127605","11090.00","0","reader"
"DCBR17-A900J1DMF","MEEBOOK M8C 7.8 吋彩色電子閱讀器觸控筆套組 - 黑色","https://cs.ecimg.tw/items/DCBR17A900J1DMF/000001_1752654005.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1DMF","pchome","14212385","10999.00","0","reader"
"DCBR1S-A900IVXX0","MEEBOOK M8C 7.8 吋彩色電子閱讀器觸控筆套組 - 黑色","https://cs.ecimg.tw/items/DCBR1SA900IVXX0/000001_1752652581.jpg","https://24h.pchome.com.tw/prod/DCBR1S-A900IVXX0","pchome","14212385","10999.00","0","reader"
"DCBR00-A900IRFRX","BOOX 文石 Go Color 7 (Gen II) 彩色電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IRFRX/000001_1749606296.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900IRFRX","pchome","13988340","8280.00","0","reader"
"DCBR00-A900IR33I","BOOX 文石 Go Color 7 (Gen II) 彩色電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IR33I/000001_1746515513.jpg","https://24h.pchome.com.tw/prod/DCBR00-A900IR33I","pchome","13988340","8280.00","0","reader"
"DCBR0R-A900IY3RE","Amazon Kindle paperwhite 6 亞馬遜電子書閱讀器 7吋 IPX8防水 32GB大容量 高清電子墨水螢幕","https://cs.ecimg.tw/items/DCBR0RA900IY3RE/000001_1750225149.jpg","https://24h.pchome.com.tw/prod/DCBR0R-A900IY3RE","pchome","14149989","11090.00","0","reader"
"DCBR00-A900IOFTP","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 白色","https://cs.ecimg.tw/items/DCBR00A900IOFTP/000001_1745814557.png","https://24h.pchome.com.tw/prod/DCBR00-A900IOFTP","pchome","13883312","7280.00","1","reader"
"DCBR00-A900IOFRC","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IOFRC/000001_1745814334.png","https://24h.pchome.com.tw/prod/DCBR00-A900IOFRC","pchome","13883312","7280.00","1","reader"
"DCBR00-A900IH50M","BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色","https://cs.ecimg.tw/items/DCBR00A900IH50M/000001_1742355294.png","https://24h.pchome.com.tw/prod/DCBR00-A900IH50M","pchome","13883312","7280.00","1","reader"
"DCBR1S-A900IV1G1","MEEBOOK M6C 6 吋彩色電子閱讀器","https://cs.ecimg.tw/items/DCBR1SA900IV1G1/000001_1748336899.jpg","https://24h.pchome.com.tw/prod/DCBR1S-A900IV1G1","pchome","14212383","5499.00","0","reader"
"DCBR17-A900J1DHF","MEEBOOK M6C 6 吋彩色電子閱讀器","https://cs.ecimg.tw/items/DCBR17A900J1DHF/000001_1752652628.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1DHF","pchome","14212383","5499.00","0","reader"
"DCBR1T-A900J1E6L","Bigme 大我 HiBreak 5.84 吋電子書閱讀器 - 無 4G 版 (含保護殼)","https://cs.ecimg.tw/items/DCBR1TA900J1E6L/000001_1752660528.jpg","https://24h.pchome.com.tw/prod/DCBR1T-A900J1E6L","pchome","14212424","6580.00","1","reader"
"DCBR1T-A900J1E6M","Bigme 大我 HiBreak 5.84 吋電子書閱讀器 - 無 4G 版 (含保護殼)","https://cs.ecimg.tw/items/DCBR1TA900J1E6M/000001_1752660570.jpg","https://24h.pchome.com.tw/prod/DCBR1T-A900J1E6M","pchome","14212424","6580.00","1","reader"
"DCBR17-A900J1DMF","MEEBOOK M8C 7.8 吋彩色電子閱讀器觸控筆套組 - 黑色","https://cs.ecimg.tw/items/DCBR17A900J1DMF/000001_1752654005.jpg","https://24h.pchome.com.tw/prod/DCBR17-A900J1DMF","pchome","14212379","10999.00","0","reader"
