"sku","title","image","url","platform","connect","price","num","query"
"14149989","【Amazon】7吋 Kindle paperwhite 6 亞馬遜電子書閱讀器 32GB(IPX8防水/高清電子墨水螢幕)","https://i4.momoshop.com.tw/1750815646/goodsimg/0014/149/989/14149989_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14149989&Area=search&mdiv=403&oid=2_17&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","12490.00","1","reader"
"13883312","【BOOX 文石】Palma2 6.13 吋電子閱讀器(保護殼組)","https://i3.momoshop.com.tw/1745470992/goodsimg/0013/883/312/13883312_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13883312&Area=search&mdiv=403&oid=2_19&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","7680.00","3","reader"
"14212383","【MEEBOOK】M6C 6 吋彩色電子閱讀器","https://i4.momoshop.com.tw/1752233312/goodsimg/0014/212/383/14212383_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14212383&Area=search&mdiv=403&oid=2_20&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","5980.00","2","reader"
"14212424","【Bigme 大我】HiBreak 5.84 吋電子書閱讀器(主機+保護殼)","https://i2.momoshop.com.tw/1753333333/goodsimg/0014/212/424/14212424_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14212424&Area=search&mdiv=403&oid=2_21&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","6780.00","2","reader"
"14212379","【MEEBOOK】M8C 7.8 吋彩色電子閱讀器觸控筆套組(黑色)","https://i2.momoshop.com.tw/1755152599/goodsimg/0014/212/379/14212379_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14212379&Area=search&mdiv=403&oid=2_25&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","11980.00","2","reader"
"14361608","【HyRead】 收納保護套優惠組 Gaze Mini+ 6吋閱讀器 (淺蔥青)+收納保護套雙色任選","https://i2.momoshop.com.tw/1756259423/goodsimg/0014/361/608/14361608_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14361608&Area=search&mdiv=403&oid=2_26&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","7480.00","6","reader"
"13340702","【Bigme 大我】B751C 7 吋商務彩色電子書閱讀器(套裝組)","https://i2.momoshop.com.tw/1729055252/goodsimg/0013/340/702/13340702_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13340702&Area=search&mdiv=403&oid=2_27&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","8500.00","1","reader"
"13883462","【BOOX 文石】Palma2 6.13 吋電子閱讀器(翻蓋皮套組)","https://i2.momoshop.com.tw/1745470951/goodsimg/0013/883/462/13883462_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13883462&Area=search&mdiv=403&oid=3_1&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","7880.00","3","reader"
"14212380","【MEEBOOK】M8 7.8 吋電子閱讀器(白色)","https://i4.momoshop.com.tw/1752233294/goodsimg/0014/212/380/14212380_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14212380&Area=search&mdiv=403&oid=3_2&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","8699.00","2","reader"
"13215583","【BOOX 文石】Go 6 吋電子閱讀器(黑色)","https://i2.momoshop.com.tw/1747890128/goodsimg/0013/215/583/13215583_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13215583&Area=search&mdiv=403&oid=3_3&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","4880.00","3","reader"
"13886680","【BOOX 文石】Go 6 吋電子閱讀器 - 黑色(原廠皮套組)","https://i2.momoshop.com.tw/1745470921/goodsimg/0013/886/680/13886680_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13886680&Area=search&mdiv=403&oid=3_5&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","5480.00","4","reader"
"14073071","【BOOX 文石】Go Color 7 Gen II 彩色電子閱讀器(筆套款皮套組)","https://i3.momoshop.com.tw/1748863590/goodsimg/0014/073/071/14073071_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14073071&Area=search&mdiv=403&oid=3_7&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","9160.00","2","reader"
"12085386","【Pubu】Pubook SE 7.8吋電子閱讀器(原廠皮套組合)","https://i4.momoshop.com.tw/1748494898/goodsimg/0012/085/386/12085386_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12085386&Area=search&mdiv=403&oid=3_8&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","7621.00","2","reader"
"TP00050760000045","【BOOX 文石】BOOX Go 10.3｜10.3 吋超薄電子書閱讀器 ★全新現貨★","https://i6.momoshop.com.tw/1756393941/goodsimg/TP000/5076/0000/045/TP00050760000045_O_m.jpg","https://www.momoshop.com.tw/TP/TP0005076/goodsDetail/TP00050760000045","momo","root","12380.00","2","reader"
"14361605","【HyRead】 收納保護套優惠組 Gaze Mini+ 6吋閱讀器 (經典白)+收納保護套雙色任選","https://i2.momoshop.com.tw/1756259367/goodsimg/0014/361/605/14361605_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14361605&Area=search&mdiv=403&oid=3_10&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","7480.00","8","reader"
"14212422","【Bigme 大我】HiBreak 5.84 吋電子書閱讀器(主機+保護殼)","https://i1.momoshop.com.tw/1753333333/goodsimg/0014/212/422/14212422_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14212422&Area=search&mdiv=403&oid=3_11&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","6780.00","2","reader"
"14074174","【HyRead】側翻殼套優惠組 Gaze Mini+ 6吋閱讀器 (經典白)+側翻殼軍墨綠","https://i3.momoshop.com.tw/1751018572/goodsimg/0014/074/174/14074174_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14074174&Area=search&mdiv=403&oid=3_12&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","6990.00","8","reader"
"14074175","【HyRead】側翻殼套優惠組 Gaze Mini+ 6吋閱讀器 (淺蔥青)+側翻殼軍墨綠","https://i4.momoshop.com.tw/1751018518/goodsimg/0014/074/175/14074175_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14074175&Area=search&mdiv=403&oid=3_14&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","6990.00","8","reader"
"14074211","【HyRead】收納保護套優惠組 Gaze Mini+ 6吋閱讀器 (淺蔥青)+收納保護套霧黑色","https://i4.momoshop.com.tw/1751018381/goodsimg/0014/074/211/14074211_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14074211&Area=search&mdiv=403&oid=3_15&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","7188.00","8","reader"
"TP00050760000137","【BOOX 文石】BOOX Go 6｜6吋掌上型電子書閱讀器(雪白限量款) ★全新現貨★","https://i8.momoshop.com.tw/1756393717/goodsimg/TP000/5076/0000/137/TP00050760000137_O_m.jpg","https://www.momoshop.com.tw/TP/TP0005076/goodsDetail/TP00050760000137","momo","root","4880.00","4","reader"
"14361609","【HyRead】 收納保護套優惠組 Gaze Mini+ 6吋閱讀器 (石墨綠)+收納保護套雙色任選","https://i4.momoshop.com.tw/1756259466/goodsimg/0014/361/609/14361609_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14361609&Area=search&mdiv=403&oid=3_16&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","7480.00","8","reader"
"14381284","【HyRead】 收納保護套優惠組 Gaze Mini+ 6吋閱讀器 (石墨綠)+霧黑收納保護套","https://i3.momoshop.com.tw/1756260906/goodsimg/0014/381/284/14381284_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14381284&Area=search&mdiv=403&oid=3_17&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","7480.00","8","reader"
"14073067","【BOOX 文石】Go 7 吋電子閱讀器 - 黑色(觸控筆皮套組)","https://i2.momoshop.com.tw/1748834734/goodsimg/0014/073/067/14073067_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14073067&Area=search&mdiv=403&oid=3_18&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","9340.00","4","reader"
"TP00050760000084","【BOOX 文石】BOOX Palma 2｜6.13 吋手機型電子書閱讀器(爵士黑)/保護殼 ★全新現貨★","https://i5.momoshop.com.tw/1756371283/goodsimg/TP000/5076/0000/084/TP00050760000084_O_m.jpg","https://www.momoshop.com.tw/TP/TP0005076/goodsDetail/TP00050760000084","momo","root","7480.00","3","reader"
"14073077","【BOOX 文石】Go Color 7 Gen II 彩色電子閱讀器(皮套組)","https://i1.momoshop.com.tw/1748834808/goodsimg/0014/073/077/14073077_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14073077&Area=search&mdiv=403&oid=3_20&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","9160.00","2","reader"
"TP00050760000024","【BOOX 文石】BOOX Palma 2｜6.13 吋手機型電子書閱讀器(爵士黑)，翻頁式皮套 ★全新現貨★","https://i5.momoshop.com.tw/1756393827/goodsimg/TP000/5076/0000/024/TP00050760000024_O_m.jpg","https://www.momoshop.com.tw/TP/TP0005076/goodsDetail/TP00050760000024","momo","root","7480.00","3","reader"
"13870245","【BOOX 文石】Go 6 吋電子閱讀器 - 白色(原廠皮套組)","https://i4.momoshop.com.tw/1745470907/goodsimg/0013/870/245/13870245_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13870245&Area=search&mdiv=403&oid=4_4&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","5480.00","4","reader"
"TP00050760000032","【BOOX 文石】BOOX Go 10.3｜10.3 吋超薄電子書閱讀器 (含筆、磁吸式皮套) ★全新現貨★","https://i6.momoshop.com.tw/1756393934/goodsimg/TP000/5076/0000/032/TP00050760000032_O.webp","https://www.momoshop.com.tw/TP/TP0005076/goodsDetail/TP00050760000032","momo","root","13180.00","2","reader"
"14073068","【BOOX 文石】Go 7 吋電子閱讀器 - 白色(觸控筆皮套組)","https://i3.momoshop.com.tw/1748834740/goodsimg/0014/073/068/14073068_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14073068&Area=search&mdiv=403&oid=4_6&cid=index&kw=%E9%96%B1%E8%AE%80%E5%99%A8","momo","root","9340.00","4","reader"
"13462914","【LG 樂金】CineBeam Q 小銀河 雷射4K微型投影機(HU710PB)","https://i2.momoshop.com.tw/1758632155/goodsimg/0013/462/914/13462914_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13462914&Area=search&mdiv=403&oid=1_3&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","28800.00","2","projector"
"12161026","【YABER】青春LITE版1080P投影機L1(自動垂直校正 Wifi 家用商用露營戶外)","https://i3.momoshop.com.tw/1751346121/goodsimg/0012/161/026/12161026_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12161026&Area=search&mdiv=403&oid=1_4&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","4600.00","1","projector"
"13860374","【EPSON】Full HD 智慧迷你雷射投影機1000流明(EF-21R)","https://i3.momoshop.com.tw/1756715076/goodsimg/0013/860/374/13860374_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13860374&Area=search&mdiv=403&oid=1_6&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","19999.00","1","projector"
"13725987","【小米官方旗艦館】智慧投影機 L1(1080p HD/4K/120吋/200流明)","https://i2.momoshop.com.tw/1739954196/goodsimg/0013/725/987/13725987_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13725987&Area=search&mdiv=403&oid=1_8&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","4999.00","2","projector"
"13237937","【BenQ】1080p Google TV 雷射智慧微型投影機 GV50","https://i1.momoshop.com.tw/1726031191/goodsimg/0013/237/937/13237937_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13237937&Area=search&mdiv=403&oid=1_9&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","22900.00","2","projector"
"11451019","【BenQ】1080P LED AndroidTV智慧行動投影機GV31(300 ANSI)","https://i2.momoshop.com.tw/1708750950/goodsimg/0011/451/019/11451019_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=11451019&Area=search&mdiv=403&oid=1_10&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","13900.00","2","projector"
"13726003","【小米官方旗艦館】智慧投影機 L1 Pro(1080p HD/4K/120吋/400流明)","https://i3.momoshop.com.tw/1739954429/goodsimg/0013/726/003/13726003_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13726003&Area=search&mdiv=403&oid=1_11&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","7499.00","2","projector"
"14383527","【BenQ】TK705i 4K 3000 流明 智慧調光投影機 低延遲三坪機(專用腳座組)","https://i4.momoshop.com.tw/1758302477/goodsimg/0014/383/527/14383527_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14383527&Area=search&mdiv=403&oid=1_12&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","37900.00","2","projector"
"13842250","【JMGO 堅果】N1S Infinity 4K目氪三色雷射投影機(目氪技術/4K UHD高畫質/2450 ISO流明/自動對焦校正)","https://i2.momoshop.com.tw/1750827674/goodsimg/0013/842/250/13842250_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13842250&Area=search&mdiv=403&oid=1_15&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","39800.00","1","projector"
"13462914","【LG 樂金】CineBeam Q 小銀河 雷射4K微型投影機(HU710PB)","https://i2.momoshop.com.tw/1758632155/goodsimg/0013/462/914/13462914_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13462914&Area=search&mdiv=403&oid=1_19&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","28800.00","2","projector"
"14466155","【YABER】焦糖風暮光 L2 Plus 投影機","https://i1.momoshop.com.tw/1758271276/goodsimg/0014/466/155/14466155_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14466155&Area=search&mdiv=403&oid=1_21&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","9780.00","1","projector"
"14120829","【JMGO 堅果】N1S 4K 目氪三色雷射投影機(4K投影畫質/1100 ISO流明/三色目氪雷射/自動對焦校正)","https://i3.momoshop.com.tw/1750044511/goodsimg/0014/120/829/14120829_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14120829&Area=search&mdiv=403&oid=1_25&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","28800.00","1","projector"
"13673155","【Wanbo 萬播】萬播 旋轉智慧投影機 T2 Ultra(120度可調角度/Android TV 11 /500ANSI流明/1080P)","https://i3.momoshop.com.tw/1744952562/goodsimg/0013/673/155/13673155_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13673155&Area=search&mdiv=403&oid=1_27&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","6880.00","1","projector"
"14341997","【BenQ】TK705i 4K 3000 流明 智慧調光投影機 低延遲三坪機","https://i3.momoshop.com.tw/1757096024/goodsimg/0014/341/997/14341997_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14341997&Area=search&mdiv=403&oid=1_30&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","36900.00","2","projector"
"13462914","【LG 樂金】CineBeam Q 小銀河 雷射4K微型投影機(HU710PB)","https://i1.momoshop.com.tw/1758632155/goodsimg/0013/462/914/13462914_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13462914&Area=search&mdiv=403&oid=2_3&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","28800.00","2","projector"
"12161026","【YABER】青春LITE版1080P投影機L1(自動垂直校正 Wifi 家用商用露營戶外)","https://i1.momoshop.com.tw/1751346121/goodsimg/0012/161/026/12161026_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12161026&Area=search&mdiv=403&oid=2_4&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","4600.00","1","projector"
"12323976","【SAMSUNG 三星】The Freestyle HDR10微型投影機(SP-LFF3CLAXXZW)","https://i2.momoshop.com.tw/1757327325/goodsimg/0012/323/976/12323976_OR_m.webp","https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12323976&Area=search&mdiv=403&oid=2_6&cid=index&kw=%E6%8A%95%E5%BD%B1%E6%A9%9F","momo","root","23900.00","1","projector"
